DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Sorotipo                     
Período:2016
"Município infecção";"Ign/Branco";"DEN 1";"DEN 2";"DEN 3";"DEN 4";"Total"
"160010 Amapá";1;-;-;-;-;1
"160020 Calçoene";76;-;-;-;-;76
"160023 Ferreira Gomes";122;-;-;-;-;122
"160027 Laranjal do Jari";2;-;-;-;-;2
"160030 Macapá";922;-;-;-;-;922
"160040 Mazagão";11;-;-;-;-;11
"160050 Oiapoque";378;1;-;-;-;379
"160015 Pedra Branca do Amapari";103;-;-;-;-;103
"160053 Porto Grande";2;-;-;-;-;2
"160060 Santana";64;-;-;-;-;64
"160005 Serra do Navio";18;1;-;-;-;19
"160070 Tartarugalzinho";46;-;-;-;-;46
"170030 Aguiarnópolis";9;-;-;-;-;9
"170035 Aliança do Tocantins";2;-;-;-;-;2
"170040 Almas";22;-;-;-;-;22
"170070 Alvorada";7;-;-;-;-;7
"170100 Ananás";6;-;-;-;-;6
"170110 Aparecida do Rio Negro";28;-;-;-;-;28
"170130 Aragominas";35;-;-;-;1;36
"170190 Araguacema";17;-;-;-;-;17
"170200 Araguaçu";116;-;-;-;-;116
"170210 Araguaína";934;-;-;-;-;934
"170215 Araguanã";6;-;-;-;-;6
"170220 Araguatins";7;-;-;-;-;7
"170240 Arraias";19;-;-;-;-;19
"170255 Augustinópolis";69;-;-;-;-;69
"170270 Aurora do Tocantins";14;-;-;-;-;14
"170290 Axixá do Tocantins";1;-;-;-;-;1
"170300 Babaçulândia";2;-;-;-;-;2
"170310 Barrolândia";2;-;-;-;-;2
"170320 Bernardo Sayão";1;-;-;-;-;1
"170330 Bom Jesus do Tocantins";2;-;-;-;-;2
"170360 Brasilândia do Tocantins";2;-;-;-;-;2
"170370 Brejinho de Nazaré";2;-;-;-;-;2
"170380 Buriti do Tocantins";30;-;-;-;-;30
"170382 Cachoeirinha";18;-;-;-;-;18
"170384 Campos Lindos";1;-;-;-;-;1
"170386 Cariri do Tocantins";5;-;-;-;-;5
"170388 Carmolândia";24;-;-;-;-;24
"170389 Carrasco Bonito";10;-;-;-;-;10
"170550 Colinas do Tocantins";2;-;-;-;-;2
"170555 Combinado";3;-;-;-;-;3
"170560 Conceição do Tocantins";8;-;-;-;-;8
"170600 Couto Magalhães";1;-;-;-;-;1
"170610 Cristalândia";83;-;-;-;-;83
"170625 Crixás do Tocantins";2;-;-;-;-;2
"170700 Dianópolis";377;-;-;-;-;377
"170710 Divinópolis do Tocantins";86;-;-;-;-;86
"170720 Dois Irmãos do Tocantins";80;-;-;-;-;80
"170740 Esperantina";4;-;-;-;-;4
"170770 Filadélfia";1;-;-;-;-;1
"170820 Formoso do Araguaia";309;-;-;-;-;309
"170830 Goianorte";10;-;-;-;-;10
"170900 Goiatins";2;-;-;-;-;2
"170930 Guaraí";45;-;-;-;-;45
"170950 Gurupi";177;-;-;-;-;177
"170980 Ipueiras";1;-;-;-;-;1
"171050 Itacajá";12;-;-;-;-;12
"171070 Itaguatins";4;-;-;-;-;4
"171090 Itapiratins";7;-;-;-;-;7
"171110 Itaporã do Tocantins";18;-;-;-;-;18
"171150 Jaú do Tocantins";3;-;-;-;-;3
"171190 Lagoa da Confusão";270;-;1;-;-;271
"171195 Lagoa do Tocantins";3;-;-;-;-;3
"171200 Lajeado";9;-;-;-;-;9
"171240 Lizarda";5;-;-;-;-;5
"171245 Luzinópolis";3;-;-;-;-;3
"171250 Marianópolis do Tocantins";3;-;-;-;-;3
"171280 Maurilândia do Tocantins";15;-;-;-;-;15
"171320 Miracema do Tocantins";119;-;-;-;-;119
"171330 Miranorte";52;-;-;-;-;52
"171360 Monte do Carmo";3;-;-;-;-;3
"171370 Monte Santo do Tocantins";7;-;-;-;-;7
"171395 Muricilândia";40;-;-;-;-;40
"171420 Natividade";7;-;-;-;-;7
"171430 Nazaré";4;-;-;-;-;4
"171488 Nova Olinda";16;-;-;-;-;16
"171500 Nova Rosalândia";15;-;-;-;-;15
"171510 Novo Acordo";2;-;-;-;-;2
"171515 Novo Alegre";34;-;-;-;-;34
"171525 Novo Jardim";36;-;-;-;-;36
"172100 Palmas";1403;-;-;-;-;1403
"171570 Palmeirante";1;-;-;-;-;1
"171575 Palmeirópolis";15;-;-;-;-;15
"171610 Paraíso do Tocantins";122;-;-;-;-;122
"171620 Paranã";2;-;-;-;-;2
"171630 Pau D'Arco";1;-;-;-;-;1
"171650 Pedro Afonso";4;-;-;-;-;4
"171660 Peixe";4;-;-;-;-;4
"171700 Pindorama do Tocantins";10;-;-;-;-;10
"171720 Piraquê";2;-;-;-;-;2
"171750 Pium";28;-;-;-;-;28
"171780 Ponte Alta do Bom Jesus";2;-;-;-;-;2
"171790 Ponte Alta do Tocantins";43;-;-;-;-;43
"171820 Porto Nacional";55;-;-;-;-;55
"171830 Praia Norte";8;-;-;-;-;8
"171840 Presidente Kennedy";8;-;-;-;-;8
"171855 Riachinho";1;-;-;-;-;1
"171865 Rio da Conceição";31;-;-;-;-;31
"171870 Rio dos Bois";7;-;-;-;-;7
"171875 Rio Sono";1;-;-;-;-;1
"171880 Sampaio";1;-;-;-;-;1
"171884 Sandolândia";2;-;-;-;-;2
"171886 Santa Fé do Araguaia";8;-;-;-;-;8
"171888 Santa Maria do Tocantins";5;-;-;-;-;5
"171890 Santa Rosa do Tocantins";6;-;-;-;-;6
"172010 São Bento do Tocantins";4;-;-;-;-;4
"172020 São Miguel do Tocantins";53;-;-;-;-;53
"172025 São Salvador do Tocantins";7;-;-;-;-;7
"172049 São Valério";21;1;-;-;-;22
"172065 Silvanópolis";59;-;-;-;-;59
"172080 Sítio Novo do Tocantins";4;-;-;-;-;4
"172090 Taguatinga";7;-;-;-;-;7
"172110 Tocantínia";8;-;-;-;-;8
"172120 Tocantinópolis";278;-;-;-;-;278
"172125 Tupirama";8;-;-;-;-;8
"172208 Wanderlândia";2;-;-;-;-;2
"172210 Xambioá";9;-;-;-;-;9
"210005 Açailândia";2;-;-;-;-;2
"210030 Aldeias Altas";2;-;-;-;-;2
"210047 Alto Alegre do Pindaré";3;-;-;-;-;3
"210050 Alto Parnaíba";7;-;-;-;-;7
"210060 Amarante do Maranhão";24;-;-;-;-;24
"210110 Axixá";1;-;-;-;-;1
"210120 Bacabal";191;-;-;-;-;191
"210125 Bacabeira";7;-;-;-;-;7
"210140 Balsas";1322;-;-;-;-;1322
"210150 Barão de Grajaú";12;-;-;-;-;12
"210160 Barra do Corda";255;-;-;-;-;255
"210170 Barreirinhas";1;-;-;-;-;1
"210177 Bela Vista do Maranhão";1;-;-;-;-;1
"210173 Belágua";1;-;-;-;-;1
"210193 Bernardo do Mearim";2;-;-;-;-;2
"210200 Bom Jardim";89;-;-;-;-;89
"210203 Bom Jesus das Selvas";490;-;-;-;-;490
"210210 Brejo";12;-;-;-;-;12
"210230 Buriti Bravo";1;-;-;-;-;1
"210232 Buriticupu";4;-;-;-;-;4
"210237 Cachoeira Grande";1;-;-;-;-;1
"210270 Cantanhede";29;1;-;-;-;30
"210280 Carolina";64;-;-;-;-;64
"210300 Caxias";450;-;-;-;-;450
"210315 Centro do Guilherme";1;-;-;-;-;1
"210320 Chapadinha";3;-;-;-;-;3
"210325 Cidelândia";4;-;-;-;-;4
"210330 Codó";6;-;-;-;-;6
"210340 Coelho Neto";155;-;-;-;-;155
"210360 Coroatá";11;-;-;-;-;11
"210370 Cururupu";424;5;-;-;-;429
"210375 Davinópolis";6;-;-;-;-;6
"210380 Dom Pedro";2;-;-;-;-;2
"210390 Duque Bacelar";4;-;-;-;-;4
"210400 Esperantinópolis";19;-;-;-;-;19
"210405 Estreito";7;-;-;-;-;7
"210407 Feira Nova do Maranhão";16;-;-;-;-;16
"210408 Fernando Falcão";1;-;-;-;-;1
"210409 Formosa da Serra Negra";8;-;-;-;-;8
"210410 Fortaleza dos Nogueiras";20;-;-;-;-;20
"210420 Fortuna";36;-;-;-;-;36
"210455 Governador Edison Lobão";50;-;-;-;-;50
"210465 Governador Newton Bello";1;-;-;-;-;1
"210467 Governador Nunes Freire";162;-;-;-;-;162
"210470 Graça Aranha";2;-;-;-;-;2
"210480 Grajaú";83;-;-;-;-;83
"210510 Icatu";1;-;-;-;-;1
"210515 Igarapé do Meio";2;-;-;-;-;2
"210530 Imperatriz";519;-;-;-;-;519
"210535 Itaipava do Grajaú";129;-;-;-;-;129
"210540 Itapecuru Mirim";5;-;-;-;-;5
"210542 Itinga do Maranhão";2;-;-;-;-;2
"210547 Jenipapo dos Vieiras";1;-;-;-;-;1
"210550 João Lisboa";204;-;-;-;-;204
"210560 Joselândia";2;-;-;-;-;2
"210565 Junco do Maranhão";1;-;-;-;-;1
"210570 Lago da Pedra";10;-;-;-;-;10
"210594 Lago dos Rodrigues";12;-;-;-;-;12
"210590 Lago Verde";2;-;-;-;-;2
"210598 Lajeado Novo";5;-;-;-;-;5
"210600 Lima Campos";1;-;-;-;-;1
"210637 Maranhãozinho";-;1;-;-;-;1
"210650 Matinha";1;-;-;-;-;1
"210660 Matões";2;-;-;-;-;2
"210663 Matões do Norte";1;-;-;-;-;1
"210670 Mirador";1;-;-;-;-;1
"210690 Monção";2;-;-;-;-;2
"210720 Nina Rodrigues";2;-;-;-;-;2
"210725 Nova Colinas";2;-;-;-;-;2
"210730 Nova Iorque";8;-;-;-;-;8
"210735 Nova Olinda do Maranhão";116;-;-;-;-;116
"210740 Olho d'Água das Cunhãs";1;-;-;-;-;1
"210745 Olinda Nova do Maranhão";1;-;-;-;-;1
"210750 Paço do Lumiar";117;-;-;-;-;117
"210790 Passagem Franca";1;-;-;-;-;1
"210800 Pastos Bons";3;-;-;-;-;3
"210805 Paulino Neves";2;-;-;-;-;2
"210820 Pedreiras";1;-;-;-;-;1
"210845 Peritoró";12;-;-;-;-;12
"210850 Pindaré-Mirim";10;-;-;-;-;10
"210860 Pinheiro";2;-;-;-;-;2
"210870 Pio XII";2;-;-;-;-;2
"210890 Poção de Pedras";1;-;-;-;-;1
"210900 Porto Franco";15;2;-;-;-;17
"210905 Porto Rico do Maranhão";1;-;-;-;-;1
"210910 Presidente Dutra";67;-;-;-;-;67
"210930 Presidente Vargas";8;-;-;-;-;8
"210945 Raposa";7;-;-;-;-;7
"210950 Riachão";79;4;-;-;8;91
"210955 Ribamar Fiquene";2;-;-;-;-;2
"210960 Rosário";91;-;-;-;-;91
"210975 Santa Filomena do Maranhão";3;-;-;-;-;3
"210980 Santa Helena";1;-;-;-;-;1
"210990 Santa Inês";8;-;-;-;-;8
"211000 Santa Luzia";1;-;-;-;-;1
"211010 Santa Quitéria do Maranhão";17;-;-;-;-;17
"211020 Santa Rita";15;-;-;-;-;15
"211023 Santana do Maranhão";1;-;-;-;-;1
"211050 São Bento";3;-;-;-;-;3
"211070 São Domingos do Maranhão";17;-;-;-;-;17
"211085 São Francisco do Brejão";37;1;-;-;-;38
"211105 São João do Paraíso";56;-;-;-;-;56
"211107 São João do Soter";1;-;-;-;-;1
"211120 São José de Ribamar";661;-;-;-;-;661
"211130 São Luís";2582;2;-;-;-;2584
"211150 São Mateus do Maranhão";4;-;-;-;-;4
"211153 São Pedro da Água Branca";269;-;-;-;-;269
"211160 São Raimundo das Mangabeiras";24;-;-;-;-;24
"211172 Satubinha";1;-;-;-;-;1
"211174 Senador Alexandre Costa";31;-;-;-;-;31
"211176 Senador La Rocque";2;-;-;-;-;2
"211180 Sítio Novo";1;-;-;-;-;1
"211200 Tasso Fragoso";90;-;-;-;-;90
"211220 Timon";24;-;-;-;-;24
"211223 Trizidela do Vale";1;-;-;-;-;1
"211227 Tufilândia";1;-;-;-;-;1
"211230 Tuntum";41;-;-;-;-;41
"211240 Turiaçu";71;-;-;-;-;71
"211250 Tutóia";13;-;-;-;-;13
"211260 Urbano Santos";184;-;-;-;-;184
"211270 Vargem Grande";2;-;-;-;-;2
"211280 Viana";1;-;-;-;-;1
"211290 Vitória do Mearim";1;-;-;-;-;1
"211300 Vitorino Freire";2;-;-;-;-;2
"211400 Zé Doca";454;-;-;-;-;454
"220025 Alagoinha do Piauí";13;-;-;-;-;13
"220030 Alto Longá";1;-;-;-;-;1
"220040 Altos";27;-;-;-;-;27
"220050 Amarante";1;-;-;-;-;1
"220060 Angical do Piauí";3;-;-;-;-;3
"220080 Antônio Almeida";1;-;-;-;-;1
"220105 Assunção do Piauí";2;-;-;-;-;2
"220120 Barras";1;-;-;-;-;1
"220140 Barro Duro";1;-;-;-;-;1
"220150 Batalha";21;-;-;-;-;21
"220160 Beneditinos";2;-;-;-;-;2
"220190 Bom Jesus";6;-;-;-;-;6
"220194 Boqueirão do Piauí";1;-;-;-;-;1
"220196 Brasileira";7;-;-;-;-;7
"220200 Buriti dos Lopes";1;-;-;-;-;1
"220202 Buriti dos Montes";1;-;-;-;-;1
"220208 Cajueiro da Praia";3;-;-;-;-;3
"220209 Caldeirão Grande do Piauí";13;-;-;-;-;13
"220213 Campo Grande do Piauí";2;-;-;-;-;2
"220220 Campo Maior";1;-;-;-;-;1
"220240 Capitão de Campos";1;-;-;-;-;1
"220270 Cocal";2;-;-;-;-;2
"220273 Coivaras";1;-;-;-;-;1
"220290 Corrente";2;-;-;-;-;2
"220310 Cristino Castro";1;-;-;-;-;1
"220330 Demerval Lobão";1;-;-;-;-;1
"220340 Dom Expedito Lopes";2;-;-;-;-;2
"220345 Dom Inocêncio";9;-;-;-;-;9
"220360 Eliseu Martins";1;-;-;-;-;1
"220380 Flores do Piauí";1;-;-;-;-;1
"220390 Floriano";21;-;-;-;-;21
"220415 Francisco Macedo";2;-;-;-;-;2
"220435 Geminiano";6;-;-;-;-;6
"220470 Inhuma";7;-;-;-;-;7
"220550 José de Freitas";3;-;-;-;-;3
"220553 Jurema";3;-;-;-;-;3
"220557 Lagoa de São Francisco";39;-;-;-;-;39
"220554 Lagoinha do Piauí";1;-;-;-;-;1
"220560 Landri Sales";2;-;-;-;-;2
"220570 Luís Correia";2;-;-;-;-;2
"220595 Marcolândia";14;-;-;-;-;14
"220605 Massapê do Piauí";1;-;-;-;-;1
"220610 Matias Olímpio";2;-;-;-;-;2
"220620 Miguel Alves";4;-;-;-;-;4
"220630 Miguel Leão";1;-;-;-;-;1
"220640 Monsenhor Gil";12;-;-;-;-;12
"220650 Monsenhor Hipólito";4;-;-;-;-;4
"220670 Nazaré do Piauí";-;-;-;1;-;1
"220675 Nossa Senhora de Nazaré";1;-;-;-;-;1
"220680 Nossa Senhora dos Remédios";11;-;-;-;-;11
"220695 Novo Santo Antônio";1;-;-;-;-;1
"220700 Oeiras";8;3;-;-;-;11
"220740 Palmeira do Piauí";1;-;-;-;-;1
"220760 Parnaguá";1;-;-;-;-;1
"220770 Parnaíba";39;-;-;-;-;39
"220780 Paulistana";3;1;-;-;-;4
"220790 Pedro II";12;-;-;-;-;12
"220800 Picos";72;-;-;-;-;72
"220810 Pimenteiras";8;-;-;-;-;8
"220820 Pio IX";2;-;-;-;-;2
"220830 Piracuruca";4;1;-;-;-;5
"220840 Piripiri";9;-;-;-;-;9
"220850 Porto";2;-;-;-;-;2
"220855 Porto Alegre do Piauí";1;-;-;-;-;1
"220880 Regeneração";3;3;-;-;-;6
"220890 Ribeiro Gonçalves";8;-;-;-;-;8
"220900 Rio Grande do Piauí";3;-;-;-;-;3
"220970 São Francisco do Piauí";2;-;-;-;-;2
"220987 São João da Fronteira";2;-;-;-;-;2
"220995 São João da Varjota";3;-;-;-;-;3
"220997 São João do Arraial";1;-;-;-;-;1
"221010 São José do Peixe";1;-;-;-;-;1
"221030 São Julião";2;-;-;-;-;2
"221037 São Luis do Piauí";1;-;-;-;-;1
"221040 São Miguel do Tapuio";7;-;-;-;-;7
"221050 São Pedro do Piauí";1;-;-;-;-;1
"221060 São Raimundo Nonato";4;-;-;-;-;4
"221070 Simões";3;-;-;-;-;3
"221080 Simplício Mendes";1;-;-;-;-;1
"221093 Sussuapara";1;-;-;-;-;1
"221100 Teresina";2174;-;-;-;-;2174
"221110 União";1;-;-;-;-;1
"221120 Uruçuí";31;-;-;-;-;31
"221130 Valença do Piauí";1;-;-;-;-;1
"230010 Abaiara";2;-;-;-;-;2
"230015 Acarape";1;-;-;-;-;1
"230020 Acaraú";2;-;-;-;-;2
"230030 Acopiara";8;-;-;-;-;8
"230040 Aiuaba";2;-;-;-;-;2
"230050 Alcântaras";10;-;-;-;-;10
"230060 Altaneira";11;1;-;-;-;12
"230070 Alto Santo";51;-;-;-;-;51
"230075 Amontada";2;-;-;-;-;2
"230090 Apuiarés";35;-;-;-;-;35
"230100 Aquiraz";5;-;-;-;-;5
"230110 Aracati";45;1;-;-;-;46
"230120 Aracoiaba";9;-;-;-;-;9
"230125 Ararendá";68;-;-;-;-;68
"230130 Araripe";54;-;-;-;-;54
"230140 Aratuba";1;-;-;-;-;1
"230150 Arneiroz";11;-;-;-;-;11
"230160 Assaré";18;-;-;-;-;18
"230170 Aurora";2;-;-;-;-;2
"230180 Baixio";45;-;-;-;-;45
"230190 Barbalha";60;-;-;-;-;60
"230200 Barro";8;-;-;-;-;8
"230205 Barroquinha";116;-;-;-;-;116
"230210 Baturité";9;-;-;-;-;9
"230220 Beberibe";14;-;-;-;-;14
"230230 Bela Cruz";29;-;-;-;-;29
