DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2017
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150620 Salinópolis";1;-;-;-;-;-;-;-;-;-;-;-;1
"150670 Santana do Araguaia";2;2;9;4;2;-;-;-;-;1;-;-;20
"150680 Santarém";-;-;1;-;-;-;-;-;-;-;-;1;2
"150700 Santo Antônio do Tauá";-;-;-;-;-;-;-;-;-;1;1;-;2
"150710 São Caetano de Odivelas";-;-;-;-;-;-;-;3;-;-;-;-;3
"150730 São Félix do Xingu";9;23;12;1;-;-;-;1;-;-;-;-;46
"150740 São Francisco do Pará";-;-;-;-;-;-;-;1;-;-;1;-;2
"150745 São Geraldo do Araguaia";72;63;52;16;6;2;-;2;1;-;1;2;217
"150747 São João de Pirabas";-;-;-;-;-;4;4;-;-;-;-;-;8
"150775 Sapucaia";1;-;-;-;-;-;-;-;-;-;-;-;1
"150780 Senador José Porfírio";-;-;1;-;4;-;-;-;-;-;2;-;7
"150790 Soure";-;-;-;-;-;1;1;13;-;-;-;-;15
"150795 Tailândia";2;-;1;-;1;-;-;-;-;-;-;-;4
"150800 Tomé-Açu";-;-;1;-;-;-;-;-;-;-;-;-;1
"150803 Tracuateua";-;-;-;-;-;-;-;-;-;-;1;-;1
"150805 Trairão";-;-;-;-;-;1;-;-;-;-;-;-;1
"150808 Tucumã";-;2;1;-;-;-;-;-;-;-;-;-;3
"150810 Tucuruí";74;61;9;-;-;-;-;-;-;-;-;1;145
"150812 Ulianópolis";-;-;1;-;-;-;-;-;-;-;-;-;1
"150820 Vigia";-;-;2;1;44;5;13;6;3;3;6;-;83
"150835 Vitória do Xingu";1;-;3;3;-;-;-;-;-;-;-;1;8
"150840 Xinguara";664;183;-;-;-;-;-;-;1;-;1;7;856
"160060 Santana";1;-;-;-;3;-;-;-;-;-;-;-;4
"330455 Rio de Janeiro";-;-;1;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";567;727;676;196;186;149;114;127;125;161;150;124;3302
"Total";2031;1891;1543;560;422;244;212;225;163;196;197;205;7889
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
