DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2012
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210530 Imperatriz";27;46;53;35;24;3;5;7;3;9;6;20;238
"210540 Itapecuru Mirim";1;2;4;2;-;-;-;-;-;-;-;-;9
"210542 Itinga do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"210547 Jenipapo dos Vieiras";2;3;2;-;-;-;-;-;-;-;-;-;7
"210550 João Lisboa";-;1;-;-;-;-;-;-;-;1;-;-;2
"210560 Joselândia";-;-;8;-;2;-;-;-;-;-;-;-;10
"210565 Junco do Maranhão";1;-;3;1;2;-;-;1;-;-;-;-;8
"210580 Lago do Junco";-;-;-;2;-;-;-;-;-;-;-;-;2
"210590 Lago Verde";-;1;-;-;-;-;-;-;-;-;-;-;1
"210592 Lagoa do Mato";-;-;-;-;1;-;-;-;-;-;-;-;1
"210598 Lajeado Novo";2;2;-;-;-;1;-;-;-;-;-;-;5
"210600 Lima Campos";-;1;1;-;1;-;-;-;-;-;-;-;3
"210620 Luís Domingues";-;-;-;6;10;3;-;-;-;-;-;-;19
"210637 Maranhãozinho";-;-;-;14;4;2;2;-;-;-;-;-;22
"210640 Mata Roma";-;-;-;-;1;-;-;-;-;-;-;-;1
"210660 Matões";4;3;-;-;-;-;-;-;-;-;-;3;10
"210680 Mirinzal";-;2;2;3;-;-;-;-;-;-;-;-;7
"210700 Montes Altos";-;-;-;6;8;2;-;-;-;-;1;-;17
"210720 Nina Rodrigues";-;-;-;1;-;-;1;-;-;-;-;-;2
"210740 Olho d'Água das Cunhãs";2;7;-;-;-;-;-;-;-;-;-;1;10
"210750 Paço do Lumiar";1;-;2;1;1;2;3;2;-;-;-;-;12
"210770 Paraibano";-;1;-;1;-;-;-;-;-;-;-;-;2
"210780 Parnarama";3;-;-;1;-;-;-;-;-;-;-;-;4
"210790 Passagem Franca";-;1;-;-;-;-;-;-;-;-;-;-;1
"210800 Pastos Bons";-;-;-;-;1;-;-;-;-;-;-;-;1
"210820 Pedreiras";90;76;68;14;14;3;1;-;2;-;-;5;273
"210850 Pindaré-Mirim";3;-;-;-;-;-;-;-;-;-;-;-;3
"210860 Pinheiro";1;-;-;-;-;-;-;-;-;-;-;-;1
"210870 Pio XII";1;4;-;1;-;-;-;-;-;-;-;-;6
"210890 Poção de Pedras";1;2;2;1;-;-;-;-;-;-;-;-;6
"210900 Porto Franco";-;1;9;6;8;9;-;-;-;-;-;-;33
"210905 Porto Rico do Maranhão";-;-;-;-;-;-;-;-;1;3;-;-;4
"210910 Presidente Dutra";-;7;3;-;2;1;-;-;1;-;-;1;15
"210920 Presidente Juscelino";1;-;-;-;-;-;-;-;-;-;-;-;1
"210940 Primeira Cruz";-;3;4;-;-;-;-;-;-;-;-;2;9
"210950 Riachão";9;2;3;-;1;2;-;-;-;-;1;-;18
"210980 Santa Helena";3;23;75;33;11;1;-;-;1;-;-;-;147
"210990 Santa Inês";3;6;11;9;5;1;1;-;-;-;-;-;36
"211003 Santa Luzia do Paruá";-;3;14;16;4;1;3;-;-;-;-;-;41
"211010 Santa Quitéria do Maranhão";-;1;2;1;4;1;1;-;-;-;-;-;10
"211020 Santa Rita";-;1;3;-;-;-;-;-;-;-;-;-;4
"211060 São Bernardo";-;-;-;-;1;-;-;-;-;10;9;1;21
"211070 São Domingos do Maranhão";3;3;2;-;2;-;-;-;1;-;-;-;11
"211080 São Félix de Balsas";7;-;1;-;-;-;-;-;-;-;-;-;8
"211085 São Francisco do Brejão";-;2;2;-;1;-;-;-;-;-;-;-;5
"211090 São Francisco do Maranhão";-;-;-;-;-;-;1;-;-;-;-;-;1
"211105 São João do Paraíso";-;3;3;-;-;-;-;-;-;-;-;-;6
"211107 São João do Soter";-;-;-;2;-;-;-;-;-;-;-;-;2
"211110 São João dos Patos";-;-;-;2;2;-;-;-;-;-;1;-;5
"211120 São José de Ribamar";2;2;6;11;5;4;7;5;1;-;-;-;43
"211125 São José dos Basílios";-;-;1;-;-;-;-;-;-;-;-;-;1
"211130 São Luís";27;6;52;11;7;4;9;13;5;2;1;9;146
"211153 São Pedro da Água Branca";-;-;-;-;-;-;-;-;-;-;-;2;2
"211167 São Roberto";1;-;-;-;-;-;-;-;-;-;-;-;1
"211174 Senador Alexandre Costa";-;-;1;-;-;-;-;-;-;-;-;-;1
"211180 Sítio Novo";-;2;5;2;4;-;-;-;-;-;-;-;13
"211190 Sucupira do Norte";-;-;-;-;-;-;-;-;1;-;-;-;1
"211195 Sucupira do Riachão";-;3;-;4;8;-;1;-;-;-;-;-;16
"211210 Timbiras";-;-;1;-;-;-;-;-;-;-;1;-;2
"211220 Timon";4;2;24;8;9;7;3;1;1;-;-;-;59
"211223 Trizidela do Vale";3;-;-;-;-;-;-;-;-;-;-;-;3
"211227 Tufilândia";-;3;19;3;-;-;-;-;-;-;-;-;25
"211230 Tuntum";9;3;1;3;7;-;-;-;-;-;-;-;23
"211240 Turiaçu";-;-;-;1;1;1;20;11;7;5;1;4;51
"211245 Turilândia";-;-;1;-;-;-;-;-;-;-;-;-;1
"211250 Tutóia";-;6;4;5;2;2;-;-;-;-;-;-;19
"211260 Urbano Santos";3;2;2;2;11;-;-;-;-;-;-;-;20
"211270 Vargem Grande";7;20;19;3;1;-;-;1;-;-;-;-;51
"211300 Vitorino Freire";2;1;-;8;3;1;-;-;-;-;-;3;18
"211400 Zé Doca";2;2;4;13;2;1;-;-;-;-;-;-;24
"330455 Rio de Janeiro";-;-;-;-;-;-;-;1;-;-;-;-;1
"000000 Ignorado ou exterior";249;358;455;397;393;335;208;196;127;53;27;40;2838
"Total";585;807;1122;780;664;448;290;245;160;94;57;119;5371
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
