DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Tocantins
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2011
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"171670 Colméia";-;-;3;1;-;-;-;-;-;-;-;-;4
"170555 Combinado";-;1;-;-;1;-;-;-;-;-;-;-;2
"170560 Conceição do Tocantins";3;3;3;-;-;-;-;-;-;-;-;-;9
"170600 Couto Magalhães";-;1;-;-;-;-;-;-;1;-;-;-;2
"170610 Cristalândia";-;-;-;-;1;2;-;-;-;-;-;-;3
"170625 Crixás do Tocantins";2;2;7;-;-;1;-;-;-;-;-;-;12
"170650 Darcinópolis";1;1;3;5;4;-;1;-;-;1;1;-;17
"170700 Dianópolis";10;4;9;-;-;-;-;-;-;-;-;1;24
"170710 Divinópolis do Tocantins";3;-;2;2;-;3;-;-;-;2;-;-;12
"170720 Dois Irmãos do Tocantins";-;1;-;-;-;-;-;-;-;-;1;-;2
"170730 Dueré";11;12;7;9;9;4;-;-;-;1;-;-;53
"170740 Esperantina";1;-;-;-;-;-;-;-;-;-;1;-;2
"170755 Fátima";-;2;2;1;-;-;-;-;-;-;-;-;5
"170765 Figueirópolis";-;3;1;-;-;-;-;-;-;-;-;-;4
"170770 Filadélfia";-;-;1;1;1;-;-;-;-;-;-;-;3
"170820 Formoso do Araguaia";1;14;22;23;4;-;-;-;-;-;-;-;64
"170825 Fortaleza do Tabocão";1;4;4;-;-;-;-;-;-;-;-;-;9
"170830 Goianorte";5;-;-;-;-;-;-;-;-;-;-;5;10
"170900 Goiatins";-;-;2;8;-;-;-;-;-;-;-;-;10
"170930 Guaraí";4;-;-;4;1;-;-;-;-;-;1;2;12
"170950 Gurupi";100;126;85;49;6;1;-;-;-;2;3;10;382
"170980 Ipueiras";6;-;5;1;-;-;-;-;-;-;-;-;12
"171050 Itacajá";13;8;21;-;-;-;-;-;-;-;-;-;42
"171070 Itaguatins";-;-;-;-;1;-;-;-;-;-;-;-;1
"171090 Itapiratins";5;3;-;-;-;-;-;-;-;-;-;-;8
"171110 Itaporã do Tocantins";-;3;-;-;-;-;-;-;-;-;1;-;4
"171150 Jaú do Tocantins";1;1;-;3;-;-;-;-;-;-;-;-;5
"171180 Juarina";-;-;-;-;-;-;-;1;-;-;-;-;1
"171190 Lagoa da Confusão";-;1;1;1;-;-;-;-;-;-;-;-;3
"171195 Lagoa do Tocantins";-;-;-;-;-;-;-;-;-;1;-;-;1
"171200 Lajeado";1;4;-;1;-;-;-;-;-;-;-;-;6
"171215 Lavandeira";1;-;1;3;-;-;-;-;-;-;-;-;5
"171245 Luzinópolis";-;-;2;4;3;-;-;-;-;-;-;-;9
"171250 Marianópolis do Tocantins";3;3;-;-;-;-;-;-;-;-;-;-;6
"171280 Maurilândia do Tocantins";-;3;-;2;3;3;-;-;-;-;-;-;11
"171320 Miracema do Tocantins";2;10;6;2;3;-;-;-;-;-;1;-;24
"171330 Miranorte";37;6;4;10;11;10;6;5;6;10;14;9;128
"171360 Monte do Carmo";1;2;1;-;1;-;-;-;-;-;-;-;5
"171420 Natividade";-;-;1;2;-;-;-;-;-;-;-;1;4
"171488 Nova Olinda";-;-;-;1;-;1;-;-;-;1;1;-;4
"171510 Novo Acordo";5;2;1;3;-;-;-;-;-;-;-;1;12
"172100 Palmas";277;279;448;519;1087;921;483;322;281;181;163;55;5016
"171575 Palmeirópolis";-;3;3;3;-;1;-;-;-;1;1;1;13
"171610 Paraíso do Tocantins";26;7;21;23;46;37;15;16;25;21;33;6;276
"171620 Paranã";1;-;-;-;-;-;-;-;-;-;-;-;1
"171650 Pedro Afonso";-;1;-;1;-;1;-;3;-;-;-;-;6
"171660 Peixe";-;1;1;2;3;-;-;-;-;-;-;-;7
"171665 Pequizeiro";-;-;1;-;1;-;-;-;-;-;-;-;2
"171700 Pindorama do Tocantins";-;1;2;4;1;-;-;-;-;-;-;-;8
"171720 Piraquê";-;-;2;-;2;-;-;-;-;-;-;-;4
"171750 Pium";3;5;5;4;-;-;-;1;-;-;-;-;18
"171790 Ponte Alta do Tocantins";-;-;3;3;1;-;2;-;-;-;-;1;10
"171800 Porto Alegre do Tocantins";-;-;1;-;1;-;-;-;-;-;-;-;2
"171820 Porto Nacional";14;27;23;18;16;8;1;2;1;1;-;1;112
"171830 Praia Norte";-;1;1;6;2;-;-;-;1;-;-;-;11
"171840 Presidente Kennedy";1;1;5;2;6;-;-;-;-;-;-;-;15
"171845 Pugmil";1;-;-;-;-;-;-;-;-;-;-;-;1
"171855 Riachinho";-;-;1;-;-;-;-;4;1;1;-;-;7
"171870 Rio dos Bois";-;-;2;1;-;1;1;-;-;-;-;-;5
"171880 Sampaio";-;2;2;-;1;-;-;-;1;1;15;1;23
"171886 Santa Fé do Araguaia";-;-;5;6;3;1;-;-;-;-;-;-;15
"171888 Santa Maria do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171889 Santa Rita do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"171890 Santa Rosa do Tocantins";4;8;6;6;1;2;-;-;-;-;1;-;28
"171900 Santa Tereza do Tocantins";-;3;-;-;-;-;-;-;-;-;-;-;3
"172000 Santa Terezinha do Tocantins";-;-;1;1;3;-;-;-;-;-;1;-;6
"172010 São Bento do Tocantins";-;-;1;4;-;-;-;-;-;-;1;-;6
"172020 São Miguel do Tocantins";-;1;1;1;-;-;-;-;-;-;-;-;3
"172025 São Salvador do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"172030 São Sebastião do Tocantins";-;2;2;-;-;-;-;-;-;-;-;-;4
"172065 Silvanópolis";42;56;22;9;1;-;-;-;-;2;-;10;142
"172080 Sítio Novo do Tocantins";4;3;7;1;1;-;2;-;-;-;-;-;18
"172090 Taguatinga";1;3;5;4;-;-;-;1;1;-;-;-;15
"172093 Taipas do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172110 Tocantínia";3;5;15;11;2;-;-;-;-;-;-;-;36
"172120 Tocantinópolis";18;-;-;-;-;-;-;-;-;-;-;6;24
"172210 Xambioá";-;1;5;2;-;-;-;-;-;-;-;-;8
"314280 Monte Alegre de Minas";-;-;-;-;-;-;1;-;-;-;-;-;1
"520870 Goiânia";-;1;-;-;-;-;-;-;-;-;-;1;2
"000000 Ignorado ou exterior";180;177;170;124;103;61;25;27;10;24;15;13;929
"Total";937;988;1220;1129;1637;1185;607;452;382;319;312;150;9318
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
