DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Maranhão
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2016
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"210740 Olho d'Água das Cunhãs";-;-;-;-;1;-;-;-;-;-;-;-;1
"210745 Olinda Nova do Maranhão";-;-;-;-;-;-;-;-;1;-;-;-;1
"210750 Paço do Lumiar";1;2;25;57;15;9;1;2;2;-;2;1;117
"210790 Passagem Franca";-;-;-;-;1;-;-;-;-;-;-;-;1
"210800 Pastos Bons";-;-;-;-;2;-;-;1;-;-;-;-;3
"210805 Paulino Neves";-;-;1;1;-;-;-;-;-;-;-;-;2
"210820 Pedreiras";-;1;-;-;-;-;-;-;-;-;-;-;1
"210845 Peritoró";2;-;2;-;5;2;1;-;-;-;-;-;12
"210850 Pindaré-Mirim";3;3;2;2;-;-;-;-;-;-;-;-;10
"210860 Pinheiro";-;-;-;-;-;1;-;-;-;1;-;-;2
"210870 Pio XII";-;-;-;-;-;1;-;-;-;-;-;-;1
"210890 Poção de Pedras";-;-;-;-;-;1;-;-;-;-;-;-;1
"210900 Porto Franco";7;3;1;4;1;1;-;-;-;-;-;-;17
"210905 Porto Rico do Maranhão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210910 Presidente Dutra";-;29;26;10;-;-;1;-;-;1;-;-;67
"210930 Presidente Vargas";-;7;-;1;-;-;-;-;-;-;-;-;8
"210945 Raposa";-;-;-;5;-;-;1;1;-;-;-;-;7
"210950 Riachão";4;20;11;17;12;12;8;5;1;-;-;1;91
"210955 Ribamar Fiquene";-;1;-;-;1;-;-;-;-;-;-;-;2
"210960 Rosário";-;9;61;-;6;15;-;-;-;-;-;-;91
"210975 Santa Filomena do Maranhão";-;-;1;2;-;-;-;-;-;-;-;-;3
"210980 Santa Helena";-;-;-;-;-;-;-;-;-;-;1;-;1
"210990 Santa Inês";3;1;2;-;1;1;-;-;-;-;-;-;8
"211000 Santa Luzia";-;-;-;-;-;1;-;-;-;-;-;-;1
"211010 Santa Quitéria do Maranhão";2;10;2;3;-;-;-;-;-;-;-;-;17
"211020 Santa Rita";-;10;1;1;1;1;-;-;-;-;-;1;15
"211023 Santana do Maranhão";-;-;-;1;-;-;-;-;-;-;-;-;1
"211050 São Bento";-;1;-;-;-;2;-;-;-;-;-;-;3
"211070 São Domingos do Maranhão";-;-;15;1;1;-;-;-;-;-;-;-;17
"211085 São Francisco do Brejão";-;6;32;-;-;-;-;-;-;-;-;-;38
"211105 São João do Paraíso";2;31;21;2;-;-;-;-;-;-;-;-;56
"211107 São João do Soter";-;1;-;-;-;-;-;-;-;-;-;-;1
"211120 São José de Ribamar";24;50;96;267;169;43;6;3;1;-;1;1;661
"211130 São Luís";19;96;869;938;376;98;33;60;25;5;35;22;2576
"211150 São Mateus do Maranhão";-;-;1;1;1;-;-;-;-;-;-;-;3
"211153 São Pedro da Água Branca";4;10;16;160;77;2;-;-;-;-;-;-;269
"211160 São Raimundo das Mangabeiras";-;4;4;-;1;6;9;-;-;-;-;-;24
"211172 Satubinha";-;-;-;1;-;-;-;-;-;-;-;-;1
"211174 Senador Alexandre Costa";2;2;26;-;1;-;-;-;-;-;-;-;31
"211176 Senador La Rocque";-;-;2;-;-;-;-;-;-;-;-;-;2
"211180 Sítio Novo";1;-;-;-;-;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";34;38;13;3;-;-;-;-;-;-;-;2;90
"211220 Timon";4;-;4;12;4;-;-;-;-;-;-;-;24
"211223 Trizidela do Vale";-;1;-;-;-;-;-;-;-;-;-;-;1
"211227 Tufilândia";-;-;1;-;-;-;-;-;-;-;-;-;1
"211230 Tuntum";-;2;21;16;1;1;-;-;-;-;-;-;41
"211240 Turiaçu";1;32;18;7;13;-;-;-;-;-;-;-;71
"211250 Tutóia";-;-;3;4;4;1;1;-;-;-;-;-;13
"211260 Urbano Santos";1;20;79;75;7;-;-;-;-;1;-;1;184
"211270 Vargem Grande";1;1;-;-;-;-;-;-;-;-;-;-;2
"211280 Viana";-;1;-;-;-;-;-;-;-;-;-;-;1
"211290 Vitória do Mearim";-;-;-;-;-;-;-;-;-;1;-;-;1
"211300 Vitorino Freire";-;-;2;-;-;-;-;-;-;-;-;-;2
"211400 Zé Doca";12;29;157;217;28;9;-;-;-;-;-;-;452
"520870 Goiânia";-;-;-;-;1;-;-;-;-;-;-;-;1
"520910 Goiatuba";-;1;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";1768;4169;3963;2155;851;143;145;110;70;76;114;294;13858
"Total";2586;5037;6713;5889;2115;442;225;199;106;96;168;352;23928
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que par
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (labor
 Para o Período de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 11/01/2021, sujeitos a revisão.
 *Data da publicação dos dados 03/2021.
 
