DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2013
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150619 Rurópolis";130;80;28;22;6;-;-;-;-;-;1;4;271
"150620 Salinópolis";8;9;20;19;3;2;1;-;2;-;-;-;64
"150630 Salvaterra";-;1;-;-;-;-;-;-;-;-;-;-;1
"150635 Santa Bárbara do Pará";-;-;-;1;-;-;-;-;-;-;-;-;1
"150640 Santa Cruz do Arari";-;-;-;1;-;-;-;-;-;-;-;-;1
"150650 Santa Izabel do Pará";7;-;2;8;-;-;-;-;-;-;-;-;17
"150658 Santa Maria das Barreiras";35;-;-;-;-;-;-;-;-;-;-;1;36
"150660 Santa Maria do Pará";-;-;-;1;1;-;-;-;-;-;-;-;2
"150670 Santana do Araguaia";24;4;1;2;-;-;-;-;-;-;-;1;32
"150680 Santarém";97;242;270;122;65;5;1;-;1;8;8;4;823
"150690 Santarém Novo";1;1;2;-;-;-;-;-;-;-;-;-;4
"150700 Santo Antônio do Tauá";-;5;6;-;-;2;-;-;-;-;-;-;13
"150715 São Domingos do Araguaia";11;9;20;12;-;-;-;-;-;-;-;-;52
"150720 São Domingos do Capim";-;-;-;3;1;-;-;-;-;-;1;-;5
"150730 São Félix do Xingu";69;31;29;32;24;16;1;2;2;1;11;2;220
"150740 São Francisco do Pará";-;-;1;-;-;-;-;-;2;-;2;1;6
"150745 São Geraldo do Araguaia";10;18;40;41;9;-;-;-;-;1;-;-;119
"150746 São João da Ponta";-;-;-;1;-;-;-;-;-;-;-;-;1
"150747 São João de Pirabas";-;2;-;-;-;-;-;-;-;1;-;-;3
"150750 São João do Araguaia";1;-;-;5;2;-;-;-;-;-;2;-;10
"150760 São Miguel do Guamá";3;6;13;-;-;-;-;-;-;-;-;-;22
"150780 Senador José Porfírio";-;-;-;-;-;-;-;-;1;7;13;8;29
"150790 Soure";-;-;2;-;5;2;-;-;-;-;-;-;9
"150795 Tailândia";-;6;7;8;1;-;-;-;-;-;-;1;23
"150796 Terra Alta";-;-;3;3;-;-;-;-;-;-;-;-;6
"150800 Tomé-Açu";-;1;23;15;-;-;1;1;-;-;-;-;41
"150803 Tracuateua";-;-;-;1;-;-;-;-;-;1;4;-;6
"150805 Trairão";-;1;-;-;-;-;-;-;-;-;-;-;1
"150808 Tucumã";11;8;-;-;-;1;-;-;-;-;-;1;21
"150810 Tucuruí";3;4;-;-;-;-;-;1;-;-;-;-;8
"150812 Ulianópolis";-;2;-;-;-;-;-;-;-;-;-;-;2
"150815 Uruará";29;14;14;18;9;4;-;-;1;1;-;-;90
"150820 Vigia";1;-;2;-;3;-;-;-;-;-;-;1;7
"150830 Viseu";-;-;4;-;-;-;-;-;-;-;-;-;4
"150835 Vitória do Xingu";-;1;-;-;-;2;2;1;-;-;-;-;6
"150840 Xinguara";12;10;4;2;5;-;-;1;-;-;-;2;36
"150000 Município ignorado - PA";-;-;-;2;-;-;-;-;-;-;-;-;2
"170310 Barrolândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"354980 São José do Rio Preto";2;-;-;-;-;-;-;-;-;-;-;-;2
"510642 Peixoto de Azevedo";-;-;-;-;2;-;-;-;-;-;-;-;2
"510718 Ribeirão Cascalheira";1;-;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";286;430;440;496;243;64;48;56;47;46;68;53;2277
"Total";1695;2019;1930;1486;739;201;102;100;98;128;295;231;9024
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
