DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2007
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150650 Santa Izabel do Pará";13;6;10;7;-;-;-;2;1;9;6;16;70
"150655 Santa Luzia do Pará";-;-;5;11;-;-;-;-;-;-;-;-;16
"150658 Santa Maria das Barreiras";-;-;-;1;1;-;-;1;-;-;2;5;10
"150660 Santa Maria do Pará";-;-;2;3;-;1;-;-;-;-;-;1;7
"150670 Santana do Araguaia";2;1;5;2;-;-;-;-;-;-;1;-;11
"150680 Santarém";3;3;7;8;8;1;1;1;-;8;10;9;59
"150690 Santarém Novo";-;-;-;-;1;-;1;-;-;-;-;-;2
"150700 Santo Antônio do Tauá";-;3;1;-;-;-;-;-;-;-;-;2;6
"150710 São Caetano de Odivelas";-;-;-;-;1;-;-;-;-;-;-;-;1
"150715 São Domingos do Araguaia";-;-;-;1;-;-;-;-;5;10;21;18;55
"150720 São Domingos do Capim";2;2;2;1;-;-;1;-;-;-;-;-;8
"150730 São Félix do Xingu";4;2;4;6;4;1;1;1;2;96;228;26;375
"150740 São Francisco do Pará";-;2;-;9;3;-;-;-;-;-;-;-;14
"150745 São Geraldo do Araguaia";-;3;2;-;-;2;12;16;42;82;162;116;437
"150747 São João de Pirabas";-;-;2;5;1;1;2;2;2;-;-;-;15
"150750 São João do Araguaia";-;-;-;-;-;1;-;1;-;-;3;-;5
"150760 São Miguel do Guamá";1;1;4;-;-;1;-;-;-;-;-;-;7
"150775 Sapucaia";-;-;-;-;-;-;-;-;-;-;-;1;1
"150790 Soure";2;-;10;11;3;9;10;5;1;1;-;-;52
"150795 Tailândia";7;10;1;3;7;4;1;-;-;2;7;3;45
"150800 Tomé-Açu";1;7;4;2;-;-;-;-;-;-;-;1;15
"150803 Tracuateua";-;-;2;-;1;-;2;2;3;2;3;2;17
"150805 Trairão";13;17;14;4;2;-;-;-;-;-;-;-;50
"150808 Tucumã";-;1;1;-;-;1;2;14;4;17;88;69;197
"150810 Tucuruí";12;26;24;39;39;9;13;4;2;4;7;30;209
"150812 Ulianópolis";-;12;23;9;6;10;17;2;1;2;1;-;83
"150820 Vigia";-;1;4;1;-;-;-;-;-;-;-;-;6
"150830 Viseu";3;6;-;3;1;-;-;1;1;-;-;1;16
"150835 Vitória do Xingu";-;-;1;-;-;-;-;-;-;-;-;1;2
"150840 Xinguara";21;20;30;16;18;3;4;2;2;4;5;31;156
"160030 Macapá";1;1;-;-;-;2;-;-;-;-;-;-;4
"170190 Araguacema";-;-;-;-;-;-;-;-;-;-;1;-;1
"172100 Palmas";1;-;1;-;-;-;-;-;-;-;-;-;2
"171610 Paraíso do Tocantins";-;-;-;-;-;-;-;-;-;1;-;-;1
"172210 Xambioá";-;-;1;-;-;-;-;-;-;-;-;-;1
"210290 Carutapera";1;-;-;-;-;-;-;-;-;-;-;-;1
"210530 Imperatriz";-;-;-;-;-;1;-;-;-;-;-;1;2
"230630 Itapagé";-;-;-;-;-;-;1;-;-;-;-;-;1
"260800 Jataúba";-;1;-;-;-;-;-;-;-;-;-;-;1
"261160 Recife";-;-;1;-;-;-;-;-;-;-;-;-;1
"355030 São Paulo";-;-;-;1;-;-;-;-;-;-;-;-;1
"510335 Confresa";3;-;-;-;-;-;-;-;-;-;-;-;3
"000000 Ignorado ou exterior";236;411;735;609;356;173;174;179;204;355;375;472;4279
"Total";973;1476;2267;1809;895;472;446;477;561;1034;1642;1964;14016
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
