DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pará
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2009
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"150215 Canaã dos Carajás";-;1;-;-;-;-;-;-;-;-;-;-;1
"150220 Capanema";10;4;1;5;1;5;1;1;4;-;-;-;32
"150230 Capitão Poço";1;3;3;-;-;1;-;1;-;-;-;-;9
"150240 Castanhal";51;23;33;15;5;6;2;3;3;-;-;7;148
"150260 Colares";-;-;2;4;2;-;-;-;-;-;-;-;8
"150270 Conceição do Araguaia";7;5;3;1;-;1;-;-;-;-;-;-;17
"150275 Concórdia do Pará";5;-;-;-;-;-;-;-;-;-;-;-;5
"150276 Cumaru do Norte";3;6;1;2;6;2;-;-;-;-;-;-;20
"150277 Curionópolis";7;3;1;1;1;1;1;-;-;-;-;1;16
"150280 Curralinho";1;-;-;-;-;-;-;-;-;-;-;-;1
"150293 Dom Eliseu";11;11;31;15;11;1;-;-;-;-;-;-;80
"150304 Floresta do Araguaia";26;31;29;1;-;1;1;-;-;-;4;-;93
"150320 Igarapé-Açu";-;-;-;-;1;-;-;-;-;-;-;-;1
"150330 Igarapé-Miri";2;2;-;-;-;1;-;-;-;-;-;-;5
"150345 Ipixuna do Pará";-;1;3;2;2;-;-;1;-;-;-;1;10
"150350 Irituia";2;18;16;3;-;-;-;-;-;-;-;-;39
"150360 Itaituba";5;-;1;-;1;5;5;2;-;1;4;3;27
"150370 Itupiranga";4;4;1;-;-;-;-;-;-;-;-;1;10
"150380 Jacundá";3;3;-;4;-;-;1;-;-;-;-;-;11
"150390 Juruti";6;87;90;28;11;7;3;-;1;-;-;-;233
"150405 Mãe do Rio";7;9;14;7;5;-;-;-;-;-;-;-;42
"150420 Marabá";27;25;84;53;32;15;2;2;1;-;2;2;245
"150430 Maracanã";-;-;-;1;4;8;1;2;-;-;-;-;16
"150440 Marapanim";2;-;-;-;-;-;3;-;-;-;-;-;5
"150442 Marituba";24;27;28;15;4;3;1;1;4;2;20;4;133
"150445 Medicilândia";-;-;-;-;-;-;-;-;-;1;-;-;1
"150460 Mocajuba";-;-;-;1;-;-;-;-;-;-;-;-;1
"150470 Moju";5;2;-;-;-;-;-;1;-;-;-;-;8
"150480 Monte Alegre";-;-;-;3;2;3;1;-;-;-;-;-;9
"150490 Muaná";3;-;1;-;-;-;-;-;-;-;-;-;4
"150500 Nova Timboteua";-;-;-;1;-;-;-;-;-;-;-;-;1
"150503 Novo Progresso";1;18;7;5;-;-;-;-;-;-;-;5;36
"150506 Novo Repartimento";-;1;3;4;-;-;-;-;-;-;-;-;8
"150510 Óbidos";-;-;-;-;-;-;-;-;-;-;1;-;1
"150530 Oriximiná";2;3;1;-;-;-;-;-;-;-;-;-;6
"150540 Ourém";-;2;2;-;-;-;-;-;-;-;-;-;4
"150543 Ourilândia do Norte";-;8;3;4;1;5;-;1;2;1;2;6;33
"150548 Pacajá";2;-;-;1;2;1;-;1;-;-;-;1;8
"150550 Paragominas";9;4;6;5;1;2;-;-;-;-;-;1;28
"150553 Parauapebas";29;60;36;24;26;11;3;2;-;2;4;6;203
"150555 Pau D'Arco";2;7;1;3;1;1;-;-;-;-;-;1;16
"150560 Peixe-Boi";-;1;-;-;-;-;-;-;-;-;-;-;1
"150563 Piçarra";-;2;4;-;-;-;-;-;-;-;-;-;6
"150565 Placas";-;2;1;-;-;1;-;-;-;-;-;-;4
"150570 Ponta de Pedras";1;18;4;1;-;-;-;-;-;-;-;-;24
"150580 Portel";1;-;2;1;1;-;-;-;-;-;-;-;5
"150610 Primavera";-;-;2;1;4;2;-;2;9;3;-;-;23
"150611 Quatipuru";-;-;2;-;-;-;-;-;-;-;4;1;7
"150613 Redenção";23;40;24;13;-;1;-;1;1;7;-;2;112
"150616 Rio Maria";2;1;1;1;-;-;-;-;-;-;-;-;5
"150618 Rondon do Pará";-;1;1;-;-;-;-;-;-;-;-;-;2
"150619 Rurópolis";14;51;177;128;3;2;-;-;-;-;-;1;376
"150620 Salinópolis";-;1;3;1;3;3;-;1;10;1;3;4;30
"150630 Salvaterra";-;-;2;-;-;-;-;-;1;-;-;-;3
"150635 Santa Bárbara do Pará";4;8;3;1;1;1;-;5;-;1;-;1;25
"150650 Santa Izabel do Pará";4;8;2;-;-;-;2;1;-;-;-;1;18
"150655 Santa Luzia do Pará";1;-;-;-;-;-;-;-;-;-;-;-;1
"150658 Santa Maria das Barreiras";8;1;2;1;-;-;-;-;-;-;-;-;12
"150660 Santa Maria do Pará";2;3;-;1;4;1;-;-;-;-;-;-;11
"150670 Santana do Araguaia";-;-;1;1;1;1;-;-;-;-;-;1;5
"150680 Santarém";18;33;22;5;4;5;3;-;1;3;2;5;101
"150700 Santo Antônio do Tauá";2;2;-;-;-;-;-;-;-;-;-;-;4
"150715 São Domingos do Araguaia";10;11;12;9;3;1;3;1;-;-;-;-;50
"150720 São Domingos do Capim";-;-;1;-;-;1;-;-;-;-;-;-;2
"150730 São Félix do Xingu";36;17;13;5;15;5;6;-;1;4;33;22;157
"150740 São Francisco do Pará";4;-;2;2;-;-;-;-;-;-;2;4;14
"150745 São Geraldo do Araguaia";24;24;27;10;16;9;1;-;-;-;-;-;111
"150746 São João da Ponta";-;-;-;-;-;-;-;2;-;-;-;-;2
"150747 São João de Pirabas";-;-;-;1;-;1;-;-;-;-;-;-;2
"150750 São João do Araguaia";1;1;1;-;-;1;1;1;-;-;-;-;6
"150760 São Miguel do Guamá";3;3;2;2;-;-;-;1;-;-;-;-;11
"150780 Senador José Porfírio";-;-;-;-;-;-;-;-;-;-;1;1;2
"150790 Soure";-;-;3;2;-;-;-;-;-;-;-;-;5
"150795 Tailândia";-;8;4;2;-;-;-;-;-;-;-;-;14
"150796 Terra Alta";-;1;-;-;-;-;-;-;-;-;-;-;1
"150797 Terra Santa";-;-;1;-;-;-;-;-;-;-;-;-;1
"150800 Tomé-Açu";3;-;-;-;2;6;2;-;-;-;2;1;16
"150808 Tucumã";7;9;13;9;9;-;1;-;1;2;1;2;54
"150810 Tucuruí";-;10;7;11;1;-;1;-;-;-;-;-;30
"150812 Ulianópolis";1;8;-;-;-;-;-;-;-;-;-;-;9
"150815 Uruará";-;-;7;22;16;16;21;15;1;-;-;-;98
"150820 Vigia";4;11;6;-;-;-;-;-;-;-;1;-;22
"150830 Viseu";-;2;2;-;-;-;-;-;-;-;-;-;4
"150835 Vitória do Xingu";-;-;1;-;-;-;-;1;-;1;-;1;4
"150840 Xinguara";20;21;36;45;30;8;1;-;1;1;2;1;166
"160060 Santana";-;-;1;-;-;-;-;-;-;-;-;-;1
"172100 Palmas";-;-;-;-;-;-;1;-;-;-;-;-;1
"171610 Paraíso do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"510410 Guarantã do Norte";-;-;-;-;-;-;-;-;-;-;-;1;1
"520870 Goiânia";-;-;-;-;-;-;-;-;-;1;-;-;1
"530010 Brasília";-;-;-;-;-;-;1;-;-;-;-;-;1
"000000 Ignorado ou exterior";293;473;659;434;289;150;90;72;68;59;92;77;2756
"Total";965;1472;1805;1089;637;361;191;153;129;263;373;255;7693
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
