DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Tocantins
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2010
"Município infecção";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"171900 Santa Tereza do Tocantins";1;2;2;1;1;-;-;-;-;-;2;5;14
"172000 Santa Terezinha do Tocantins";-;-;-;-;-;-;-;1;-;-;2;1;4
"172010 São Bento do Tocantins";-;3;-;-;-;-;-;-;-;-;-;-;3
"172015 São Félix do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"172020 São Miguel do Tocantins";2;1;2;1;2;-;-;-;-;1;-;-;9
"172025 São Salvador do Tocantins";1;2;4;25;32;8;2;-;-;-;-;-;74
"172030 São Sebastião do Tocantins";-;3;2;2;5;-;-;-;-;-;-;-;12
"172049 São Valério";1;-;-;-;1;-;-;-;-;-;-;-;2
"172065 Silvanópolis";10;4;5;5;3;-;-;-;-;3;2;23;55
"172080 Sítio Novo do Tocantins";3;4;1;1;1;-;-;-;-;-;4;3;17
"172085 Sucupira";-;-;1;-;-;-;-;-;-;-;-;-;1
"172090 Taguatinga";132;69;41;42;20;11;-;6;5;-;-;7;333
"172093 Taipas do Tocantins";-;3;10;8;10;3;1;-;-;-;-;-;35
"172097 Talismã";-;3;3;2;-;-;-;-;-;-;-;-;8
"172110 Tocantínia";1;5;5;10;4;1;-;-;-;-;-;-;26
"172120 Tocantinópolis";2;19;42;4;12;4;7;4;1;-;2;2;99
"172208 Wanderlândia";-;-;-;-;-;-;-;1;1;-;1;1;4
"210280 Carolina";-;-;-;-;-;-;-;-;-;-;-;1;1
"290280 Barra da Estiva";-;-;-;-;-;-;1;-;-;-;-;-;1
"292640 Riacho de Santana";-;-;-;-;-;-;-;-;-;1;-;-;1
"354340 Ribeirão Preto";1;-;-;-;-;-;-;-;-;-;-;-;1
"520490 Campos Belos";1;-;-;-;-;-;-;-;-;-;-;-;1
"520870 Goiânia";2;1;-;-;-;-;-;-;-;-;-;-;3
"521010 Ipameri";-;-;1;-;-;-;-;-;-;-;-;-;1
"521850 Quirinópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"521890 Rubiataba";1;-;-;-;-;-;-;-;-;-;-;-;1
"000000 Ignorado ou exterior";25;25;34;27;4;9;8;6;3;4;79;143;367
"Total";1328;1532;1835;1661;1047;439;130;104;53;57;366;445;8997
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 ncluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados, pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG) em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico. A partir de 2013,
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
